subject.id	ncell_pat	nfrags_pat	ncell_mat	nfrags_mat	total_frags	pat_ratio	p_value	fdr	significance	type	chrom	start	end	fc
42045	13	17	15	18	35	0.485714285714286	1	1	N.S.	none	chr3	25528521	25531039	21
42046	54	101	42	59	160	0.63125	0.00112290519623404	0.0296696681898685	*	pat	chr3	25540019	25555865	22
42047	10	11	8	11	22	0.5	1	1	N.S.	none	chr3	25558155	25560556	22
42048	11	11	5	6	17	0.647058823529412	0.332305908203125	0.884531397638831	N.S.	none	chr3	25565578	25566612	20
42049	12	17	13	17	34	0.5	1	1	N.S.	none	chr3	25577863	25581164	27
42051	3	3	1	1	4	0.75	0.625	1	N.S.	none	chr3	25923763	25925164	18
42055	4	4	3	3	7	0.571428571428571	1	1	N.S.	none	chr3	25945930	25948023	23
42056	1	1	1	1	2	0.5	1	1	N.S.	none	chr3	25950538	25950688	22
42058	1	1	0	0	1	1	1	1	N.S.	none	chr3	25974193	25978764	24
42059	28	40	28	36	76	0.526315789473684	0.731008882222607	1	N.S.	none	chr3	25982627	26048264	25
42062	10	14	21	34	48	0.291666666666667	0.00551520148550113	0.0955357577737602	N.S.	none	chr3	26120171	26136429	25
42063	27	43	34	51	94	0.457446808510638	0.470492114890371	0.986818908182807	N.S.	none	chr3	26139063	26154053	23
42064	54	99	65	116	215	0.46046511627907	0.275154429921654	0.818779332343048	N.S.	none	chr3	26156113	26196188	27
42065	8	15	23	28	43	0.348837209302326	0.0659940344557982	0.425594644053143	N.S.	none	chr3	26198759	26210358	25
42066	25	40	31	38	78	0.512820512820513	0.909946451874527	1	N.S.	none	chr3	26212789	26249023	28
42067	129	289	135	284	573	0.504363001745201	0.867308115188393	1	N.S.	none	chr3	26253447	26314195	29
42068	140	300	144	320	620	0.483870967741935	0.445454283213143	0.973117748316187	N.S.	none	chr3	26316750	26383802	27
42069	40	65	51	95	160	0.40625	0.0215738296190379	0.230673788089534	N.S.	none	chr3	26386431	26397010	22
42070	160	420	171	467	887	0.473506200676437	0.122411608114176	0.5712884801436	N.S.	none	chr3	26403382	26448439	28
42071	276	1493	294	1878	3371	0.442895283298724	3.57179708025545e-11	5.59944439145183e-09	***	mat	chr3	26450724	26620151	28
42072	56	103	73	131	234	0.44017094017094	0.0773323758934032	0.462565140241153	N.S.	none	chr3	26626118	26645406	25
42073	19	36	23	30	66	0.545454545454545	0.538582775245947	1	N.S.	none	chr3	26647878	26653489	27
42074	3	3	7	9	12	0.25	0.14599609375	0.620894754028148	N.S.	none	chr3	26655595	26656455	18
42075	40	53	53	100	153	0.34640522875817	0.000179852882363727	0.00683656734351747	**	mat	chr3	26658833	26668362	29
42076	8	9	9	9	18	0.5	1	1	N.S.	none	chr3	26670625	26671359	31
42077	25	28	48	74	102	0.274509803921569	5.90783447285338e-06	0.000354904884988405	***	mat	chr3	26673594	26679042	32
42078	26	38	22	25	63	0.603174603174603	0.129917923022553	0.588372032785087	N.S.	none	chr3	26681669	26689328	21
42079	26	44	14	25	69	0.63768115942029	0.0294934935313173	0.280025972468539	N.S.	none	chr3	26695327	26705106	27
42080	10	15	7	9	24	0.625	0.307456254959107	0.848493388364176	N.S.	none	chr3	26709184	26710493	28
42081	58	92	47	71	163	0.56441717791411	0.116954402463537	0.5712884801436	N.S.	none	chr3	26712569	26724365	25
42082	237	1045	244	1154	2199	0.475216007276035	0.0212525714074566	0.229815482549858	N.S.	none	chr3	26726377	26833474	27
42083	200	754	230	926	1680	0.448809523809524	2.97488321797823e-05	0.00147354835491043	**	mat	chr3	26835813	26933920	26
42084	50	78	77	135	213	0.366197183098592	0.000114230025872948	0.0046643616654983	**	mat	chr3	26940825	26950790	22
42085	40	72	57	107	179	0.402234636871508	0.0108399169552866	0.151468374396424	N.S.	none	chr3	26972102	26985918	21
42086	8	9	5	6	15	0.6	0.60723876953125	1	N.S.	none	chr3	26989554	26990061	19
42087	46	73	48	76	149	0.48993288590604	0.869922971028642	1	N.S.	none	chr3	26992064	27001626	24
42088	3	3	3	3	6	0.5	1	1	N.S.	none	chr3	27006572	27007015	18
42089	24	29	16	20	49	0.591836734693878	0.252869730167604	0.785687428738236	N.S.	none	chr3	27010998	27014777	23
42090	5	5	8	11	16	0.3125	0.210113525390625	0.747517167225699	N.S.	none	chr3	27020965	27022183	20
42091	3	3	4	6	9	0.333333333333333	0.5078125	0.986818908182807	N.S.	none	chr3	27028168	27028411	22
42092	84	180	87	158	338	0.532544378698225	0.25331508944189	0.787006069357486	N.S.	none	chr3	27031906	27055690	24
42093	20	31	20	30	61	0.508196721311475	1	1	N.S.	none	chr3	27057983	27062892	31
42094	67	115	58	98	213	0.539906103286385	0.272909834829714	0.813002154839247	N.S.	none	chr3	27071480	27090743	24
42095	39	59	33	52	111	0.531531531531532	0.569220227803576	1	N.S.	none	chr3	27100401	27110868	25
42096	1	1	2	2	3	0.333333333333333	1	1	N.S.	none	chr3	27113970	27114863	18
42097	2	2	2	2	4	0.5	1	1	N.S.	none	chr3	27117388	27119043	19
42098	4	5	7	7	12	0.416666666666667	0.7744140625	1	N.S.	none	chr3	27125038	27125806	25
42099	3	3	3	3	6	0.5	1	1	N.S.	none	chr3	27144175	27144830	23
42100	6	6	9	9	15	0.4	0.60723876953125	1	N.S.	none	chr3	27147141	27149062	33
42101	10	12	10	11	23	0.521739130434783	1	1	N.S.	none	chr3	27151356	27153172	24
42102	11	12	8	11	23	0.521739130434783	1	1	N.S.	none	chr3	27162843	27164346	25
42103	41	61	42	66	127	0.480314960629921	0.722787083145787	1	N.S.	none	chr3	27168058	27182215	22
42104	9	9	10	10	19	0.473684210526316	1	1	N.S.	none	chr3	27185418	27187246	18
42105	26	40	23	44	84	0.476190476190476	0.743644186105205	1	N.S.	none	chr3	27190144	27196772	20
42106	20	30	17	19	49	0.612244897959184	0.152407771961478	0.636766505988501	N.S.	none	chr3	27201553	27205798	23
42107	12	13	20	23	36	0.361111111111111	0.132498163962737	0.596883956572876	N.S.	none	chr3	27208334	27211103	24
42108	5	5	7	9	14	0.357142857142857	0.4239501953125	0.958455121782155	N.S.	none	chr3	27213619	27214807	22
42109	5	5	5	5	10	0.5	1	1	N.S.	none	chr3	27220506	27220816	22
42110	31	45	31	43	88	0.511363636363636	0.915186504842878	1	N.S.	none	chr3	27223911	27230700	27
42111	4	4	0	0	4	1	0.125	0.5712884801436	N.S.	none	chr3	27233571	27233721	23
42112	50	72	38	53	125	0.576	0.107031411606013	0.560321155682903	N.S.	none	chr3	27235789	27242683	23
42113	2	2	5	6	8	0.25	0.2890625	0.825380636819709	N.S.	none	chr3	27250460	27251592	19
42114	2	2	3	4	6	0.333333333333333	0.6875	1	N.S.	none	chr3	27253905	27254055	27
42115	36	59	36	59	118	0.5	1	1	N.S.	none	chr3	27257138	27265954	24
42116	6	8	7	7	15	0.533333333333333	1	1	N.S.	none	chr3	27273246	27274689	18
42117	1	1	3	3	4	0.25	0.625	1	N.S.	none	chr3	27276936	27277231	18
42118	26	30	18	20	50	0.6	0.202638751064541	0.7379509745363	N.S.	none	chr3	28372776	28374426	19
42119	2	3	6	7	10	0.3	0.34375	0.892412046363831	N.S.	none	chr3	28384168	28384952	19
42120	23	28	23	30	58	0.482758620689655	0.895683213889592	1	N.S.	none	chr3	28388633	28396096	28
42121	26	36	26	42	78	0.461538461538462	0.571586718003074	1	N.S.	none	chr3	28398596	28404890	30
42122	8	8	4	4	12	0.666666666666667	0.3876953125	0.91815366488741	N.S.	none	chr3	28408570	28409451	18
42123	5	6	3	3	9	0.666666666666667	0.5078125	0.986818908182807	N.S.	none	chr3	28417358	28418760	18
42124	4	4	1	1	5	0.8	0.375	0.913883750365105	N.S.	none	chr3	28421206	28421575	20
42125	44	65	45	63	128	0.5078125	0.929613907829986	1	N.S.	none	chr3	28425761	28435709	24
42126	34	46	34	43	89	0.51685393258427	0.83225775402258	1	N.S.	none	chr3	28438385	28444674	21
42127	5	7	7	8	15	0.466666666666667	1	1	N.S.	none	chr3	28447134	28448024	20
42128	3	3	0	0	3	1	0.25	0.780095574485768	N.S.	none	chr3	28459543	28460131	21
42129	28	43	14	17	60	0.716666666666667	0.00106576577914344	0.0284300120381666	*	pat	chr3	28462317	28471790	21
42130	16	19	20	22	41	0.463414634146341	0.755228657504631	1	N.S.	none	chr3	28479532	28484745	20
42131	21	21	11	12	33	0.636363636363636	0.16275565745309	0.667448409670003	N.S.	none	chr3	28490768	28492556	24
42132	1	1	2	2	3	0.333333333333333	1	1	N.S.	none	chr3	28504898	28505048	26
42133	3	3	2	3	6	0.5	1	1	N.S.	none	chr3	28510249	28510889	20
42134	10	11	10	10	21	0.523809523809524	1	1	N.S.	none	chr3	28517439	28520141	23
42135	3	4	5	6	10	0.4	0.75390625	1	N.S.	none	chr3	28527161	28530448	21
42136	35	46	29	43	89	0.51685393258427	0.83225775402258	1	N.S.	none	chr3	28532668	28545599	26
42137	53	89	62	127	216	0.412037037037037	0.0116435159178837	0.158327523389709	N.S.	none	chr3	28547840	28572991	24
42138	20	24	9	9	33	0.727272727272727	0.0135309868492186	0.172448890780979	N.S.	none	chr3	28579937	28583969	23
42139	8	8	5	5	13	0.615384615384615	0.5810546875	1	N.S.	none	chr3	28586808	28587891	20
42140	26	43	29	37	80	0.5375	0.576430626188395	1	N.S.	none	chr3	28608455	28616140	23
42141	43	70	40	69	139	0.503597122302158	1	1	N.S.	none	chr3	28618779	28635366	26
42142	1	1	1	1	2	0.5	1	1	N.S.	none	chr3	28646999	28649243	27
42143	19	21	19	27	48	0.4375	0.470879013621712	0.986818908182807	N.S.	none	chr3	28684265	28688813	19
42144	10	10	15	19	29	0.344827586206897	0.136045947670937	0.601717652403461	N.S.	none	chr3	28691874	28695410	24
42145	49	70	41	57	127	0.551181102362205	0.286914607203098	0.825380636819709	N.S.	none	chr3	28698199	28707533	28
42146	7	7	4	4	11	0.636363636363636	0.548828125	1	N.S.	none	chr3	28710168	28712983	18
42147	4	4	2	2	6	0.666666666666667	0.6875	1	N.S.	none	chr3	28715046	28716714	24
42148	52	91	50	102	193	0.471502590673575	0.471732111764753	0.986818908182807	N.S.	none	chr3	28732874	28744359	25
42149	6	6	10	12	18	0.333333333333333	0.237884521484375	0.775246267134133	N.S.	none	chr3	28747066	28748544	20
42150	22	29	30	43	72	0.402777777777778	0.124918200368641	0.5712884801436	N.S.	none	chr3	28754233	28760987	22
42151	1	1	1	1	2	0.5	1	1	N.S.	none	chr3	28763082	28772420	25
42156	4	5	1	1	6	0.833333333333333	0.21875	0.749275874652192	N.S.	none	chr3	28851996	28852991	18
42157	11	11	7	8	19	0.578947368421053	0.647605895996094	1	N.S.	none	chr3	28864202	28866025	18
42159	21	28	18	26	54	0.518518518518518	0.89192315110475	1	N.S.	none	chr3	28885961	28891409	20
42160	6	6	4	4	10	0.6	0.75390625	1	N.S.	none	chr3	29053357	29053677	18
42161	9	9	8	9	18	0.5	1	1	N.S.	none	chr3	29065487	29066524	18
42162	5	5	1	1	6	0.833333333333333	0.21875	0.749275874652192	N.S.	none	chr3	29099409	29099559	29
42163	17	26	26	33	59	0.440677966101695	0.434992805122155	0.973117748316187	N.S.	none	chr3	29101758	29105787	24
42164	32	44	20	24	68	0.647058823529412	0.0205269337137071	0.226378103455675	N.S.	none	chr3	29117247	29120700	21
42165	6	8	7	8	16	0.5	1	1	N.S.	none	chr3	29123207	29123759	26
42166	14	14	10	11	25	0.56	0.690037965774536	1	N.S.	none	chr3	29127861	29129983	21
42167	9	10	14	14	24	0.416666666666667	0.541256189346313	1	N.S.	none	chr3	29141631	29143865	18
42168	8	8	13	19	27	0.296296296296296	0.0522389858961105	0.387296051100373	N.S.	none	chr3	29148588	29151511	21
42169	4	4	2	2	6	0.666666666666667	0.6875	1	N.S.	none	chr3	29163739	29164177	18
42170	1	1	2	3	4	0.25	0.625	1	N.S.	none	chr3	29189807	29189957	23
42171	1	1	2	2	3	0.333333333333333	1	1	N.S.	none	chr3	29216597	29217948	18
42172	2	2	9	11	13	0.153846153846154	0.0224609375	0.2349280986523	N.S.	none	chr3	29412749	29413214	24
42178	7	7	8	10	17	0.411764705882353	0.629058837890625	1	N.S.	none	chr3	29796545	29798419	18
42179	1	1	8	8	9	0.111111111111111	0.0390625	0.321420255314486	N.S.	none	chr3	29802974	29803568	25
42180	5	5	7	7	12	0.416666666666667	0.7744140625	1	N.S.	none	chr3	29806284	29808224	29
42182	2	2	0	0	2	1	0.5	0.986818908182807	N.S.	none	chr3	29822396	29824386	19
42183	12	14	14	16	30	0.466666666666667	0.855535551905632	1	N.S.	none	chr3	29828068	29831318	24
42184	1	1	2	2	3	0.333333333333333	1	1	N.S.	none	chr3	29845066	29845347	25
42185	9	12	18	26	38	0.315789473684211	0.0335524396796247	0.300228765541274	N.S.	none	chr3	29848059	29852078	20
42186	20	24	32	55	79	0.30379746835443	0.000639397767364352	0.0192208395303939	*	mat	chr3	29873583	29881373	21
42190	5	5	3	4	9	0.555555555555556	1	1	N.S.	none	chr3	29915932	29917693	19
42191	2	2	1	1	3	0.666666666666667	1	1	N.S.	none	chr3	29942453	29943698	18
42192	4	4	6	6	10	0.4	0.75390625	1	N.S.	none	chr3	29956537	29957252	23
42193	13	14	16	18	32	0.4375	0.596614895854146	1	N.S.	none	chr3	29985081	29989670	18
42194	1	1	4	4	5	0.2	0.375	0.913883750365105	N.S.	none	chr3	29992526	29992851	21
42195	7	8	5	5	13	0.615384615384615	0.5810546875	1	N.S.	none	chr3	30002256	30003361	25
42196	9	10	10	10	20	0.5	1	1	N.S.	none	chr3	30005488	30008610	31
42197	11	14	28	33	47	0.297872340425532	0.00794272650948361	0.12078477502028	N.S.	none	chr3	30020611	30025457	23
42198	22	29	19	31	60	0.483333333333333	0.89742182699143	1	N.S.	none	chr3	30027638	30033247	20
42199	3	4	12	14	18	0.222222222222222	0.0308837890625	0.285130619684083	N.S.	none	chr3	30056176	30057967	18
42200	8	10	4	5	15	0.666666666666667	0.3017578125	0.840528338978429	N.S.	none	chr3	30067967	30069603	21
42201	8	10	14	16	26	0.384615384615385	0.326939582824707	0.882129537331498	N.S.	none	chr3	30078984	30082059	22
42202	18	25	11	16	41	0.609756097560976	0.211023597608801	0.748768321676515	N.S.	none	chr3	30091482	30093446	22
42203	2	3	2	2	5	0.6	1	1	N.S.	none	chr3	30096379	30096529	24
42204	23	25	30	55	80	0.3125	0.00105273485735334	0.0282530256999204	*	mat	chr3	30099066	30105336	25
42205	21	30	41	66	96	0.3125	0.000305597327593264	0.0106480943942593	*	mat	chr3	30120058	30127947	21
42206	43	73	28	46	119	0.613445378151261	0.0167863291184782	0.198141343401895	N.S.	none	chr3	30130335	30140456	22
42207	3	4	4	5	9	0.444444444444444	1	1	N.S.	none	chr3	30148397	30148852	20
42208	13	18	16	17	35	0.514285714285714	1	1	N.S.	none	chr3	30150903	30153344	25
42209	40	61	34	55	116	0.525862068965517	0.642667425379612	1	N.S.	none	chr3	30155682	30172519	23
42210	1	1	0	0	1	1	1	1	N.S.	none	chr3	30178491	30181043	20
42211	2	2	5	5	7	0.285714285714286	0.453125	0.973117748316187	N.S.	none	chr3	30183367	30184444	23
42212	4	4	6	6	10	0.4	0.75390625	1	N.S.	none	chr3	30188253	30189756	18
42213	8	11	11	16	27	0.407407407407407	0.442068338394165	0.973117748316187	N.S.	none	chr3	30216406	30228569	27
42216	10	11	13	14	25	0.44	0.690037965774536	1	N.S.	none	chr3	30252826	30271648	23
42217	5	5	6	7	12	0.416666666666667	0.7744140625	1	N.S.	none	chr3	30274428	30277897	40
42221	1	1	0	0	1	1	1	1	N.S.	none	chr3	30300918	30302276	21
42223	9	12	8	9	21	0.571428571428571	0.663623809814453	1	N.S.	none	chr3	30331288	30342530	22
42231	1	1	0	0	1	1	1	1	N.S.	none	chr3	30384255	30401530	26
42232	4	4	4	5	9	0.444444444444444	1	1	N.S.	none	chr3	30406707	30407571	18
42238	3	4	6	7	11	0.363636363636364	0.548828125	1	N.S.	none	chr3	30508515	30509186	19
42239	28	49	31	51	100	0.49	0.920410762612822	1	N.S.	none	chr3	30514766	30524139	21
42240	6	6	9	9	15	0.4	0.60723876953125	1	N.S.	none	chr3	30538982	30540619	20
42241	19	19	12	15	34	0.558823529411765	0.60759136127308	1	N.S.	none	chr3	30543738	30546503	20
42242	24	38	21	41	79	0.481012658227848	0.822144242452189	1	N.S.	none	chr3	30555427	30563062	24
42243	2	3	2	2	5	0.6	1	1	N.S.	none	chr3	30570816	30570966	23
42244	10	10	9	10	20	0.5	1	1	N.S.	none	chr3	30573275	30575266	20
42245	11	11	12	14	25	0.44	0.690037965774536	1	N.S.	none	chr3	30577852	30579408	21
42246	15	19	14	16	35	0.542857142857143	0.735878800856881	1	N.S.	none	chr3	30581411	30584126	24
42247	12	12	13	13	25	0.48	1	1	N.S.	none	chr3	30590561	30592720	18
42248	23	24	11	15	39	0.615384615384615	0.199590866919608	0.732607133322533	N.S.	none	chr3	30594767	30598018	19
42249	1	1	5	6	7	0.142857142857143	0.125	0.5712884801436	N.S.	none	chr3	30600167	30600421	18
42250	12	13	15	16	29	0.448275862068966	0.711071103811264	1	N.S.	none	chr3	30640173	30642088	20
42251	17	18	11	12	30	0.6	0.361594608053565	0.913883750365105	N.S.	none	chr3	30644230	30646548	25
42252	2	2	1	1	3	0.666666666666667	1	1	N.S.	none	chr3	30648746	30649163	22
42253	1	1	1	1	2	0.5	1	1	N.S.	none	chr3	30656849	30658147	18
42254	11	11	1	2	13	0.846153846153846	0.0224609375	0.2349280986523	N.S.	none	chr3	30697325	30699241	18
42255	27	38	28	35	73	0.520547945205479	0.815121235224999	1	N.S.	none	chr3	30703482	30710756	18
42256	6	8	4	4	12	0.666666666666667	0.3876953125	0.91815366488741	N.S.	none	chr3	30715401	30716920	20
42257	3	4	7	8	12	0.333333333333333	0.3876953125	0.91815366488741	N.S.	none	chr3	30724918	30725461	20
42258	2	2	6	8	10	0.2	0.109375	0.560321155682903	N.S.	none	chr3	30779674	30782286	18
42262	2	3	1	1	4	0.75	0.625	1	N.S.	none	chr3	30858509	30859565	20
42265	5	6	3	4	10	0.6	0.75390625	1	N.S.	none	chr3	31823102	31824220	18
42266	5	5	8	10	15	0.333333333333333	0.3017578125	0.840528338978429	N.S.	none	chr3	31841083	31842225	18
42268	5	5	12	14	19	0.263157894736842	0.063568115234375	0.422871430389916	N.S.	none	chr3	34270136	34272187	20
42269	7	7	10	15	22	0.318181818181818	0.133800506591797	0.596883956572876	N.S.	none	chr3	34280284	34282602	18
42270	1	1	0	0	1	1	1	1	N.S.	none	chr3	34289060	34290164	20
42272	1	1	0	0	1	1	1	1	N.S.	none	chr3	34371825	34376704	23
42275	7	7	2	2	9	0.777777777777778	0.1796875	0.686600803144176	N.S.	none	chr3	34402956	34406788	20
42276	1	1	2	2	3	0.333333333333333	1	1	N.S.	none	chr3	34409035	34409655	22
42277	5	5	4	4	9	0.555555555555556	1	1	N.S.	none	chr3	34412634	34412918	20
42278	35	47	31	41	88	0.534090909090909	0.594288295146941	1	N.S.	none	chr3	34419174	34450824	27
42279	8	9	3	3	12	0.75	0.14599609375	0.620894754028148	N.S.	none	chr3	34453462	34454603	25
42280	27	34	9	10	44	0.772727272727273	0.000388130902933882	0.0130346716292983	*	pat	chr3	34457079	34463361	29
42282	35	57	34	58	115	0.495652173913044	1	1	N.S.	none	chr3	34475847	34495300	24
42283	29	36	28	38	74	0.486486486486487	0.9075606176125	1	N.S.	none	chr3	34499124	34505027	19
42284	69	122	61	134	256	0.4765625	0.491842849981412	0.986818908182807	N.S.	none	chr3	34510074	34527420	30
42285	6	6	3	4	10	0.6	0.75390625	1	N.S.	none	chr3	34534366	34535106	18
42286	35	52	40	68	120	0.433333333333333	0.170645213130352	0.681600550233212	N.S.	none	chr3	34538267	34547608	25
42287	10	12	15	18	30	0.4	0.361594608053565	0.913883750365105	N.S.	none	chr3	34549702	34552837	20
42288	10	10	7	7	17	0.588235294117647	0.629058837890625	1	N.S.	none	chr3	34555662	34557272	19
42289	22	25	23	29	54	0.462962962962963	0.683489228235338	1	N.S.	none	chr3	34559597	34563657	22
42290	4	4	2	2	6	0.666666666666667	0.6875	1	N.S.	none	chr3	34566269	34566623	21
42291	45	88	48	83	171	0.514619883040936	0.759794034121829	1	N.S.	none	chr3	34572505	34589039	27
42292	72	143	70	157	300	0.476666666666667	0.452975714942497	0.973117748316187	N.S.	none	chr3	34591584	34615598	21
42293	17	20	17	21	41	0.48780487804878	1	1	N.S.	none	chr3	34617625	34621556	18
42294	69	157	68	141	298	0.526845637583893	0.384920425447244	0.91815366488741	N.S.	none	chr3	34628703	34652961	26
42295	9	11	9	12	23	0.478260869565217	1	1	N.S.	none	chr3	34661447	34663418	22
42296	32	46	50	87	133	0.345864661654135	0.000477222524072068	0.0154530374202759	*	mat	chr3	34665480	34675654	24
42297	23	34	30	53	87	0.390804597701149	0.0530031130109623	0.39035992175551	N.S.	none	chr3	34682125	34688522	25
42298	5	6	7	8	14	0.428571428571429	0.79052734375	1	N.S.	none	chr3	34712071	34712903	20
42299	10	10	5	6	16	0.625	0.454498291015625	0.973117748316187	N.S.	none	chr3	34719499	34721026	22
42300	39	53	35	46	99	0.535353535353535	0.546713483598813	1	N.S.	none	chr3	34727873	34734068	22
42301	9	11	4	5	16	0.6875	0.210113525390625	0.747517167225699	N.S.	none	chr3	34737122	34737883	23
42302	39	62	48	101	163	0.380368098159509	0.00280272924043786	0.0587884201460782	N.S.	none	chr3	34740421	34752645	23
42303	73	142	70	140	282	0.50354609929078	0.952528768833427	1	N.S.	none	chr3	34755864	34775260	26
42304	29	47	31	57	104	0.451923076923077	0.377583923298099	0.916462989472521	N.S.	none	chr3	34777357	34784412	28
42305	83	200	106	226	426	0.469483568075117	0.225755896970454	0.758088906960164	N.S.	none	chr3	34787405	34820115	24
42306	44	70	60	113	183	0.382513661202186	0.00182590862632856	0.0431432565402416	*	mat	chr3	34822623	34834090	27
42307	9	11	16	17	28	0.392857142857143	0.344928450882435	0.892412046363831	N.S.	none	chr3	34836508	34839190	20
42308	10	16	24	29	45	0.355555555555556	0.0724542601625445	0.446840941534641	N.S.	none	chr3	34843315	34846765	22
42309	2	2	5	7	9	0.222222222222222	0.1796875	0.686600803144176	N.S.	none	chr3	34848920	34850042	20
42310	3	3	8	8	11	0.272727272727273	0.2265625	0.758088906960164	N.S.	none	chr3	34856926	34862059	19
42312	15	22	19	29	51	0.431372549019608	0.401061991027938	0.940174437204286	N.S.	none	chr3	34869131	34878071	20
42313	92	221	90	217	438	0.504566210045662	0.88603845346882	1	N.S.	none	chr3	34887877	34916964	25
42314	14	15	3	3	18	0.833333333333333	0.00753784179687501	0.118169439710008	N.S.	none	chr3	34920067	34921396	19
42315	57	99	36	56	155	0.638709677419355	0.000691662089365951	0.020520857216384	*	pat	chr3	34923681	34934945	27
42316	47	79	43	68	147	0.537414965986395	0.409580499026402	0.94871944479385	N.S.	none	chr3	34944547	34958079	23
42317	25	30	24	30	60	0.5	1	1	N.S.	none	chr3	34961273	34965964	36
42318	86	200	83	221	421	0.475059382422803	0.329694145071942	0.884531397638831	N.S.	none	chr3	34968247	35002209	26
42319	7	7	4	4	11	0.636363636363636	0.548828125	1	N.S.	none	chr3	35004410	35005157	18
42320	1	6	4	4	10	0.6	0.75390625	1	N.S.	none	chr3	35008135	35008511	20
42321	24	26	20	23	49	0.530612244897959	0.775449654681569	1	N.S.	none	chr3	35013343	35019157	35
42322	88	217	85	179	396	0.547979797979798	0.0628454452832452	0.422487929920273	N.S.	none	chr3	35021265	35047777	28
42323	157	535	156	507	1042	0.513435700575816	0.402924063700656	0.940466339740327	N.S.	none	chr3	35050014	35117067	26
42324	60	96	52	92	188	0.51063829787234	0.826880316057374	1	N.S.	none	chr3	35119647	35130695	23
42325	24	30	29	34	64	0.46875	0.707980754134766	1	N.S.	none	chr3	35134315	35139807	21
42326	42	74	38	73	147	0.503401360544218	1	1	N.S.	none	chr3	35141890	35152690	26
42327	26	35	17	19	54	0.648148148148148	0.0402235640957169	0.327812879864942	N.S.	none	chr3	35154735	35159113	21
42328	50	72	52	86	158	0.455696202531646	0.301015538196568	0.840528338978429	N.S.	none	chr3	35161198	35173723	26
42329	37	53	54	92	145	0.36551724137931	0.00151191101926377	0.0375266520644069	*	mat	chr3	35175741	35202851	28
42330	64	142	53	94	236	0.601694915254237	0.00215063829250052	0.0486933165998992	*	pat	chr3	35205052	35232948	24
42331	87	222	81	196	418	0.5311004784689	0.221363644504935	0.756296409898748	N.S.	none	chr3	35236986	35270109	28
42332	64	117	41	71	188	0.622340425531915	0.000979056053651444	0.026474352603815	*	pat	chr3	35272930	35290258	23
42333	45	86	24	39	125	0.688	3.17761039127873e-05	0.00155347083009051	**	pat	chr3	35292335	35308790	29
42334	62	132	53	87	219	0.602739726027397	0.00286144014744258	0.0599027776837909	N.S.	none	chr3	35310805	35330319	26
42335	86	208	73	180	388	0.536082474226804	0.170382561691268	0.680877405274904	N.S.	none	chr3	35332616	35369608	28
42336	22	31	19	24	55	0.563636363636364	0.418754188269015	0.958455121782155	N.S.	none	chr3	35371796	35379281	19
42337	72	162	77	171	333	0.486486486486487	0.661162885282688	1	N.S.	none	chr3	35382887	35405489	28
42338	12	14	7	7	21	0.666666666666667	0.189247131347656	0.704805746650195	N.S.	none	chr3	35408249	35410810	19
42339	25	45	18	23	68	0.661764705882353	0.0103376611936955	0.147300883179693	N.S.	none	chr3	35412926	35419538	25
42340	20	36	24	31	67	0.537313432835821	0.625406828941649	1	N.S.	none	chr3	35422094	35428900	21
42341	20	36	26	49	85	0.423529411764706	0.192760435341559	0.714556282305787	N.S.	none	chr3	35438193	35445725	24
42342	116	336	127	332	668	0.502994011976048	0.907605648636554	1	N.S.	none	chr3	35447847	35497620	27
42343	21	26	12	12	38	0.684210526315789	0.0335524396796247	0.300228765541274	N.S.	none	chr3	35499782	35501962	26
42344	40	60	48	89	149	0.402684563758389	0.0214833507777223	0.229815482549858	N.S.	none	chr3	35505622	35522823	22
42345	7	7	5	5	12	0.583333333333333	0.7744140625	1	N.S.	none	chr3	35532096	35534341	20
42346	36	66	45	78	144	0.458333333333333	0.359364403287756	0.913303948681226	N.S.	none	chr3	35546406	35560181	24
42347	23	38	38	52	90	0.422222222222222	0.170242395046075	0.680389692309321	N.S.	none	chr3	35569076	35577601	24
42348	5	6	11	16	22	0.272727272727273	0.0524787902832032	0.387296051100373	N.S.	none	chr3	35579933	35582191	23
42349	35	57	40	67	124	0.459677419354839	0.419073742516636	0.958455121782155	N.S.	none	chr3	35584563	35596596	28
42350	96	212	85	196	408	0.519607843137255	0.457758961157485	0.976102959631999	N.S.	none	chr3	35598830	35631143	26
42351	3	3	3	3	6	0.5	1	1	N.S.	none	chr3	35649505	35649736	19
42352	5	6	5	5	11	0.545454545454545	1	1	N.S.	none	chr3	35651842	35652984	20
42353	19	21	16	17	38	0.552631578947368	0.627102570157149	1	N.S.	none	chr3	35657693	35660654	22
42354	39	58	35	61	119	0.487394957983193	0.854630042179767	1	N.S.	none	chr3	35662885	35672104	25
42355	5	5	3	4	9	0.555555555555556	1	1	N.S.	none	chr3	35674336	35674619	20
42356	4	4	8	8	12	0.333333333333333	0.3876953125	0.91815366488741	N.S.	none	chr3	35679720	35680915	30
42357	18	21	13	15	36	0.583333333333333	0.405032246140763	0.940466339740327	N.S.	none	chr3	35683509	35686663	22
42358	13	14	15	17	31	0.451612903225806	0.720100131817163	1	N.S.	none	chr3	35688968	35691663	26
42359	6	6	6	6	12	0.5	1	1	N.S.	none	chr3	35694349	35696234	18
42360	6	7	10	10	17	0.411764705882353	0.629058837890625	1	N.S.	none	chr3	35702162	35705649	28
